OrderID,CustomerID,ProductID,Quantity,OrderDate,PaymentMethod,OrderStatus,Discount,Rating
O01294,C079,P036,4,2025-04-04,UPI,Shipped,0,3
O01295,C071,P026,4,2025-01-22,Card,Cancelled,10,4
O01296,C103,P023,2,2025-03-31,Cash,Returned,15,4
O01297,C263,P043,7,2025-02-19,Cash,Shipped,5,3
O01298,C202,P038,2,2025-05-30,Cash,Shipped,5,4
O01299,C222,P010,8,2025-04-19,Cash,Cancelled,20,1
O01300,C197,P040,7,2025-02-21,Cash,Cancelled,0,4
O01301,C086,P026,1,2025-05-11,Cash,Returned,10,5
O01302,C272,P064,6,2025-04-12,UPI,Delivered,5,3
O01303,C220,P072,3,2025-04-02,Card,Delivered,5,3
O01304,C191,P055,3,2025-03-22,UPI,Delivered,10,1
O01305,C169,P009,4,2025-04-30,Cash,Shipped,20,1
O01306,C198,P058,5,2025-06-04,Card,Shipped,0,5
O01307,C143,P056,10,2025-06-21,UPI,Returned,15,3
O01308,C164,P056,4,2025-02-20,UPI,Returned,15,1
O01309,C141,P064,7,2025-01-31,UPI,Returned,5,5
O01310,C168,P010,10,2025-04-09,Card,Delivered,10,1
O01311,C295,P019,1,2025-04-29,Cash,Shipped,15,1
O01312,C274,P030,9,2025-01-11,Cash,Delivered,0,4
O01313,C049,P007,7,2025-03-19,Cash,Cancelled,10,4
O01314,C041,P053,9,2025-03-22,Net Banking,Delivered,15,3
O01315,C233,P039,8,2025-06-14,UPI,Cancelled,20,1
O01316,C015,P026,4,2025-01-13,UPI,Shipped,0,3
O01317,C224,P005,4,2025-02-13,UPI,Shipped,10,5
O01318,C003,P038,1,2025-03-08,UPI,Delivered,0,3
O01319,C039,P022,5,2025-03-26,Net Banking,Cancelled,5,2
O01320,C299,P072,8,2025-01-31,Card,Cancelled,5,5
O01321,C212,P063,8,2025-06-21,UPI,Shipped,20,4
O01322,C251,P019,5,2025-03-24,Net Banking,Shipped,0,3
O01323,C152,P063,2,2025-04-01,Card,Shipped,0,1
O01324,C254,P063,1,2025-02-24,UPI,Shipped,15,4
O01325,C097,P036,8,2025-01-27,Cash,Shipped,20,5
O01326,C264,P015,6,2025-03-21,Net Banking,Shipped,20,1
O01327,C067,P036,4,2025-04-04,Net Banking,Returned,20,5
O01328,C104,P001,7,2025-02-18,UPI,Cancelled,15,2
O01329,C158,P030,10,2025-06-15,UPI,Shipped,15,1
O01330,C057,P065,4,2025-01-05,Net Banking,Shipped,10,1
O01331,C244,P034,9,2025-04-26,Cash,Cancelled,0,5
O01332,C044,P012,6,2025-04-21,Card,Shipped,15,5
O01333,C221,P061,9,2025-03-27,UPI,Returned,10,3
O01334,C051,P007,1,2025-06-16,Net Banking,Returned,5,3
O01335,C097,P021,7,2025-02-15,Cash,Returned,20,4
O01336,C056,P028,1,2025-06-15,Card,Delivered,5,1
O01337,C028,P061,1,2025-05-28,Cash,Shipped,0,5
O01338,C052,P070,5,2025-02-27,Net Banking,Returned,15,1
O01339,C113,P063,5,2025-05-07,Card,Shipped,5,3
O01340,C148,P039,10,2025-03-15,UPI,Delivered,5,5
O01341,C245,P042,5,2025-06-26,Card,Shipped,10,1
O01342,C086,P064,3,2025-03-27,Net Banking,Shipped,0,4
O01343,C220,P064,6,2025-01-06,Card,Cancelled,0,2
O01344,C005,P006,10,2025-04-01,Net Banking,Delivered,15,2
O01345,C242,P053,2,2025-01-12,UPI,Cancelled,5,5
O01346,C258,P018,3,2025-02-07,UPI,Delivered,10,3
O01347,C232,P050,8,2025-03-31,Cash,Returned,10,3
O01348,C235,P048,1,2025-04-01,Cash,Cancelled,20,5
O01349,C248,P006,2,2025-03-11,UPI,Shipped,15,2
O01350,C073,P023,6,2025-05-08,UPI,Shipped,20,4
O01351,C185,P070,4,2025-01-23,Card,Returned,0,3
O01352,C279,P020,8,2025-05-15,Card,Cancelled,10,3
O01353,C201,P073,10,2025-04-17,Cash,Cancelled,5,1
O01354,C297,P075,9,2025-06-29,Cash,Delivered,15,4
O01355,C291,P014,6,2025-03-15,UPI,Delivered,15,2
O01356,C239,P042,3,2025-05-14,Cash,Shipped,10,4
O01357,C148,P008,2,2025-03-17,UPI,Returned,0,2
O01358,C145,P067,10,2025-02-01,UPI,Returned,10,1
O01359,C221,P010,6,2025-06-19,UPI,Delivered,10,2
O01360,C180,P066,5,2025-05-09,Card,Delivered,10,2
O01361,C101,P024,7,2025-05-30,UPI,Cancelled,5,1
O01362,C243,P011,6,2025-03-05,Net Banking,Returned,15,1
O01363,C134,P054,5,2025-06-02,Cash,Shipped,20,4
O01364,C166,P040,10,2025-02-05,Card,Cancelled,5,4
O01365,C284,P059,4,2025-03-19,Cash,Delivered,10,5
O01366,C237,P055,9,2025-02-16,Net Banking,Returned,0,2
O01367,C270,P025,8,2025-06-27,Cash,Cancelled,15,3
O01368,C219,P052,8,2025-04-18,Net Banking,Returned,0,5
O01369,C014,P018,7,2025-01-23,Card,Cancelled,5,5
O01370,C263,P022,6,2025-02-02,Cash,Delivered,15,2
O01371,C207,P046,1,2025-04-29,Net Banking,Delivered,0,1
O01372,C139,P033,2,2025-03-27,UPI,Cancelled,20,4
O01373,C170,P044,1,2025-02-01,UPI,Shipped,20,2
O01374,C288,P041,8,2025-02-04,Card,Shipped,10,3
O01375,C004,P022,8,2025-06-09,Card,Delivered,0,1
O01376,C079,P049,10,2025-01-31,UPI,Shipped,5,1
O01377,C243,P051,1,2025-05-10,Net Banking,Returned,0,1
O01378,C154,P035,7,2025-05-04,Card,Shipped,20,3
O01379,C225,P072,10,2025-02-01,Net Banking,Shipped,0,2
O01380,C073,P013,4,2025-02-13,Card,Returned,15,3
O01381,C149,P038,2,2025-05-31,Net Banking,Cancelled,10,4
O01382,C198,P049,2,2025-04-29,Net Banking,Returned,5,1
O01383,C146,P020,8,2025-01-31,Net Banking,Delivered,20,3
O01384,C018,P030,10,2025-04-24,UPI,Cancelled,5,4
O01385,C235,P001,5,2025-01-03,Card,Cancelled,20,5
O01386,C108,P062,6,2025-06-30,Net Banking,Delivered,5,2
O01387,C181,P034,10,2025-03-28,Net Banking,Shipped,10,3
O01388,C202,P031,2,2025-06-15,Net Banking,Returned,15,5
O01389,C093,P020,10,2025-05-10,Cash,Shipped,10,5
O01390,C298,P043,6,2025-05-30,Net Banking,Delivered,0,1
O01391,C082,P022,4,2025-01-25,UPI,Returned,15,3
O01392,C119,P034,4,2025-01-27,Card,Returned,15,1
O01393,C032,P001,10,2025-03-06,UPI,Delivered,0,4
O01394,C192,P068,10,2025-06-11,UPI,Shipped,10,1
O01395,C231,P029,7,2025-02-04,Card,Shipped,10,4
O01396,C225,P007,5,2025-02-27,Card,Shipped,15,5
O01397,C099,P002,2,2025-05-30,UPI,Delivered,5,1
O01398,C072,P036,1,2025-04-03,Net Banking,Delivered,10,2
O01399,C271,P028,8,2025-02-18,Card,Returned,20,3
O01400,C183,P053,10,2025-05-24,Card,Delivered,15,4
O01401,C193,P029,2,2025-05-26,UPI,Shipped,20,3
O01402,C052,P034,2,2025-05-08,Card,Delivered,20,5
O01403,C170,P074,1,2025-02-27,Cash,Cancelled,15,3
O01404,C035,P014,3,2025-03-15,UPI,Shipped,20,5
O01405,C257,P035,5,2025-04-13,UPI,Delivered,20,4
O01406,C135,P032,1,2025-01-09,Cash,Returned,10,2
O01407,C172,P036,1,2025-02-05,Card,Cancelled,0,2
O01408,C253,P046,2,2025-05-25,UPI,Cancelled,0,4
O01409,C042,P029,9,2025-05-03,Card,Cancelled,0,1
O01410,C019,P023,8,2025-05-10,Card,Cancelled,15,4
O01411,C156,P002,4,2025-01-06,UPI,Delivered,5,5
O01412,C195,P058,1,2025-05-22,Net Banking,Delivered,15,4
O01413,C065,P068,7,2025-06-29,Net Banking,Shipped,0,4
O01414,C061,P043,10,2025-04-05,Cash,Shipped,10,4
O01415,C030,P003,4,2025-03-01,UPI,Delivered,5,4
O01416,C275,P071,10,2025-01-12,UPI,Shipped,0,1
O01417,C030,P024,3,2025-04-23,Card,Cancelled,0,3
O01418,C180,P054,10,2025-06-17,Card,Cancelled,5,5
O01419,C204,P032,8,2025-06-18,UPI,Delivered,0,3
O01420,C279,P007,4,2025-05-07,Cash,Shipped,15,3
O01421,C188,P031,9,2025-03-16,Card,Cancelled,10,5
O01422,C258,P018,2,2025-01-14,Cash,Returned,20,4
O01423,C144,P004,2,2025-02-22,Card,Shipped,10,5
O01424,C108,P040,2,2025-04-06,Card,Delivered,5,4
O01425,C233,P016,2,2025-01-06,Net Banking,Delivered,10,3
O01426,C197,P001,5,2025-01-22,UPI,Cancelled,20,4
O01427,C254,P038,1,2025-04-08,Net Banking,Returned,0,2
O01428,C106,P030,7,2025-02-17,Net Banking,Delivered,10,1
O01429,C278,P023,6,2025-01-07,Cash,Cancelled,20,2
O01430,C015,P072,6,2025-06-09,Net Banking,Returned,0,1
O01431,C284,P052,7,2025-06-23,Cash,Returned,15,5
O01432,C291,P006,9,2025-03-08,Card,Returned,15,2
O01433,C068,P071,1,2025-03-13,Cash,Delivered,5,5
O01434,C152,P060,6,2025-05-27,Net Banking,Delivered,20,3
O01435,C186,P047,5,2025-06-18,Cash,Delivered,0,3
O01436,C292,P012,6,2025-03-09,Card,Returned,15,1
O01437,C226,P001,1,2025-04-30,UPI,Cancelled,15,5
O01438,C112,P057,7,2025-01-15,UPI,Cancelled,20,5
O01439,C161,P038,2,2025-04-23,Card,Cancelled,10,3
O01440,C254,P003,3,2025-02-28,Card,Shipped,20,1
O01441,C120,P037,2,2025-06-17,UPI,Shipped,20,4
O01442,C297,P030,6,2025-01-11,Card,Delivered,10,3
O01443,C009,P017,6,2025-05-19,UPI,Shipped,10,1
O01444,C040,P012,9,2025-04-24,UPI,Delivered,5,2
O01445,C167,P037,10,2025-04-06,Net Banking,Delivered,15,3
O01446,C074,P017,1,2025-03-25,Cash,Cancelled,15,3
O01447,C241,P055,5,2025-06-09,UPI,Shipped,10,1
O01448,C149,P003,3,2025-06-01,UPI,Delivered,20,2
O01449,C161,P029,9,2025-05-11,Cash,Shipped,15,5
O01450,C017,P072,3,2025-04-08,UPI,Delivered,5,5
O01451,C258,P030,10,2025-06-11,Net Banking,Delivered,20,1
O01452,C242,P034,9,2025-05-14,Net Banking,Cancelled,10,2
O01453,C295,P059,5,2025-03-04,Cash,Shipped,10,2
O01454,C234,P047,6,2025-01-30,Card,Returned,15,3
O01455,C041,P051,6,2025-05-24,UPI,Cancelled,15,5
O01456,C118,P020,8,2025-04-18,Card,Shipped,20,2
O01457,C209,P022,10,2025-06-20,Card,Cancelled,10,3
O01458,C161,P050,2,2025-01-21,Net Banking,Returned,20,2
O01459,C295,P001,8,2025-06-11,Card,Shipped,15,1
O01460,C086,P035,2,2025-04-18,Cash,Returned,0,2
O01461,C018,P031,7,2025-01-07,Card,Delivered,5,5
O01462,C272,P032,7,2025-04-19,Cash,Shipped,15,5
O01463,C124,P029,5,2025-01-31,Cash,Cancelled,20,5
O01464,C056,P072,1,2025-01-19,Cash,Returned,15,4
O01465,C224,P008,5,2025-05-03,Card,Shipped,20,5
O01466,C043,P075,3,2025-01-02,Cash,Returned,15,3
O01467,C225,P033,3,2025-05-11,Cash,Delivered,5,3
O01468,C253,P010,6,2025-01-13,Net Banking,Cancelled,10,4
O01469,C164,P062,3,2025-02-06,UPI,Shipped,15,5
O01470,C143,P039,10,2025-06-07,Cash,Delivered,10,3
O01471,C085,P013,2,2025-03-15,Cash,Returned,15,2
O01472,C087,P009,5,2025-03-08,UPI,Shipped,10,2
O01473,C050,P029,4,2025-05-22,Card,Delivered,20,1
O01474,C277,P050,9,2025-02-19,UPI,Returned,0,3
O01475,C105,P057,5,2025-05-27,Net Banking,Returned,20,2
O01476,C233,P061,5,2025-01-29,UPI,Returned,15,4
O01477,C135,P010,2,2025-02-05,Cash,Delivered,10,1
O01478,C114,P020,2,2025-03-25,Card,Cancelled,10,4
O01479,C263,P018,2,2025-06-30,Cash,Delivered,15,1
O01480,C267,P003,6,2025-02-18,UPI,Delivered,5,2
O01481,C193,P008,4,2025-06-22,Card,Cancelled,15,2
O01482,C249,P060,3,2025-05-08,Cash,Shipped,5,1
O01483,C265,P025,4,2025-01-01,Net Banking,Delivered,15,5
O01484,C107,P057,3,2025-01-10,Net Banking,Cancelled,20,4
O01485,C299,P050,4,2025-06-13,Cash,Returned,20,2
O01486,C154,P025,4,2025-03-16,Net Banking,Returned,15,5
O01487,C183,P036,9,2025-05-04,Cash,Delivered,5,1
O01488,C148,P024,7,2025-04-25,Cash,Shipped,15,1
O01489,C091,P057,8,2025-03-23,UPI,Cancelled,15,2
O01490,C248,P006,8,2025-06-03,Net Banking,Shipped,0,3
O01491,C138,P004,9,2025-02-25,Net Banking,Delivered,20,3
O01492,C134,P033,6,2025-04-16,Net Banking,Returned,15,4
O01493,C134,P061,1,2025-03-10,Net Banking,Shipped,10,1
O01494,C158,P009,8,2025-04-15,Card,Shipped,20,2
O01495,C057,P019,10,2025-06-06,Cash,Shipped,20,5
O01496,C011,P017,1,2025-04-08,UPI,Cancelled,10,5
O01497,C033,P051,1,2025-05-13,Card,Cancelled,20,2
O01498,C081,P007,9,2025-04-12,Card,Cancelled,5,3
O01499,C170,P056,7,2025-02-25,Card,Delivered,0,1
O01500,C270,P059,2,2025-05-09,Net Banking,Returned,0,2
O01501,C145,P040,5,2025-01-07,Card,Shipped,0,3
O01502,C064,P052,7,2025-06-17,Net Banking,Shipped,10,1
O01503,C040,P048,2,2025-05-10,Net Banking,Delivered,0,5
O01504,C078,P019,2,2025-05-31,Net Banking,Shipped,20,3
O01505,C166,P032,7,2025-05-12,UPI,Cancelled,10,4
O01506,C104,P055,2,2025-03-09,Net Banking,Returned,10,4
O01507,C048,P008,4,2025-04-15,Cash,Returned,10,5
O01508,C260,P029,4,2025-04-08,UPI,Returned,15,3
O01509,C280,P017,2,2025-04-26,Card,Delivered,15,2
O01510,C229,P044,6,2025-05-03,UPI,Cancelled,10,2
O01511,C043,P067,2,2025-05-24,Card,Shipped,15,5
O01512,C128,P016,2,2025-02-06,Net Banking,Returned,20,5
O01513,C120,P026,1,2025-05-07,Cash,Returned,10,3
O01514,C078,P052,1,2025-03-24,Net Banking,Delivered,10,2
O01515,C288,P002,8,2025-05-20,Net Banking,Cancelled,5,3
O01516,C237,P072,8,2025-05-12,UPI,Delivered,15,1
O01517,C193,P064,3,2025-01-04,Card,Delivered,5,2
O01518,C225,P022,2,2025-01-10,Net Banking,Returned,5,5
O01519,C250,P074,3,2025-05-21,Net Banking,Returned,0,3
O01520,C061,P034,7,2025-03-17,Cash,Cancelled,20,3
O01521,C289,P064,3,2025-02-06,Cash,Shipped,20,3
O01522,C266,P024,10,2025-03-06,Net Banking,Returned,5,3
O01523,C070,P048,3,2025-05-15,Net Banking,Delivered,10,4
O01524,C092,P010,3,2025-05-01,UPI,Delivered,10,2
O01525,C103,P032,2,2025-05-18,Net Banking,Cancelled,0,1
O01526,C240,P051,10,2025-02-10,UPI,Cancelled,20,2
O01527,C177,P074,1,2025-02-19,Cash,Cancelled,15,5
O01528,C157,P011,6,2025-06-09,Net Banking,Cancelled,20,5
O01529,C104,P007,2,2025-06-01,Card,Delivered,5,3
O01530,C092,P011,5,2025-05-25,UPI,Shipped,20,5
O01531,C197,P036,6,2025-05-28,Cash,Returned,5,2
O01532,C002,P034,4,2025-02-25,UPI,Shipped,5,2
O01533,C244,P009,1,2025-03-24,UPI,Delivered,5,5
O01534,C226,P045,7,2025-06-20,Net Banking,Cancelled,10,5
O01535,C061,P061,4,2025-05-24,Net Banking,Returned,15,4
O01536,C182,P051,5,2025-05-14,Cash,Delivered,20,2
O01537,C086,P008,5,2025-02-06,Net Banking,Returned,15,3
O01538,C062,P037,9,2025-04-22,Cash,Shipped,0,3
O01539,C239,P072,6,2025-04-19,Card,Shipped,15,3
O01540,C092,P060,1,2025-02-20,Net Banking,Cancelled,20,2
O01541,C003,P009,10,2025-03-21,Cash,Delivered,10,3
O01542,C258,P048,1,2025-06-05,Cash,Delivered,10,4
O01543,C204,P039,1,2025-06-28,Cash,Cancelled,0,5
O01544,C016,P031,8,2025-06-05,Net Banking,Returned,5,4
O01545,C280,P002,2,2025-01-10,Cash,Delivered,20,2
O01546,C091,P026,3,2025-01-22,Net Banking,Delivered,0,4
O01547,C032,P043,6,2025-01-25,Cash,Shipped,20,1
O01548,C171,P012,6,2025-02-13,Cash,Delivered,15,4
O01549,C032,P017,2,2025-02-19,Card,Cancelled,0,2
O01550,C228,P029,1,2025-03-12,Card,Returned,5,1
O01551,C160,P011,5,2025-05-24,Cash,Delivered,10,4
O01552,C291,P017,2,2025-05-25,Net Banking,Delivered,0,1
O01553,C094,P009,2,2025-02-17,Cash,Delivered,5,1
O01554,C112,P049,6,2025-04-28,UPI,Shipped,10,2
O01555,C068,P010,5,2025-01-14,Net Banking,Cancelled,5,3
O01556,C072,P025,10,2025-03-22,Net Banking,Shipped,5,3
O01557,C103,P022,3,2025-03-17,Cash,Returned,10,1
O01558,C251,P045,6,2025-05-29,Cash,Cancelled,20,4
O01559,C088,P012,1,2025-05-30,Net Banking,Shipped,20,5
O01560,C108,P057,7,2025-03-30,Cash,Shipped,10,5
O01561,C283,P052,5,2025-01-24,Card,Cancelled,5,4
O01562,C134,P002,1,2025-01-30,Card,Returned,5,4
O01563,C166,P022,6,2025-05-25,Net Banking,Delivered,10,1
O01564,C184,P009,1,2025-02-10,Net Banking,Returned,10,3
O01565,C052,P008,3,2025-04-02,Cash,Shipped,15,5
O01566,C096,P059,1,2025-04-23,Net Banking,Returned,15,4
O01567,C125,P053,5,2025-04-06,Cash,Returned,15,3
O01568,C021,P064,4,2025-05-10,UPI,Returned,15,3
O01569,C296,P051,7,2025-06-01,UPI,Shipped,20,2
O01570,C154,P045,10,2025-06-28,Card,Shipped,5,3
O01571,C028,P066,2,2025-03-21,Card,Cancelled,15,4
O01572,C085,P012,8,2025-01-01,Card,Shipped,5,3
O01573,C158,P062,2,2025-02-17,Card,Shipped,15,1
O01574,C126,P026,3,2025-06-25,Cash,Delivered,15,2
O01575,C177,P066,2,2025-05-01,Net Banking,Shipped,15,4
O01576,C238,P047,4,2025-01-25,Net Banking,Shipped,10,2
O01577,C205,P004,6,2025-03-14,Net Banking,Returned,20,1
O01578,C178,P037,8,2025-06-21,UPI,Shipped,20,2
O01579,C121,P018,6,2025-04-03,Cash,Delivered,20,5
O01580,C204,P021,2,2025-06-15,Card,Shipped,15,2
O01581,C023,P011,4,2025-03-19,Net Banking,Delivered,10,4
O01582,C093,P027,7,2025-02-08,Cash,Cancelled,15,4
O01583,C018,P059,5,2025-04-18,Card,Shipped,15,5
O01584,C055,P053,8,2025-01-22,Cash,Delivered,15,1
O01585,C083,P007,6,2025-02-02,Net Banking,Returned,0,4
O01586,C206,P004,7,2025-01-14,Cash,Returned,10,1
O01587,C231,P072,9,2025-04-06,Net Banking,Cancelled,20,3
O01588,C058,P002,3,2025-04-19,Net Banking,Delivered,5,1
O01589,C173,P070,10,2025-03-08,Card,Returned,15,1
O01590,C238,P022,5,2025-01-11,UPI,Returned,15,3
O01591,C026,P075,10,2025-06-25,Cash,Cancelled,15,3
O01592,C152,P029,1,2025-05-19,Cash,Shipped,10,3
O01593,C214,P028,1,2025-04-25,Cash,Cancelled,0,5
O01594,C058,P013,6,2025-01-10,Net Banking,Shipped,5,1
O01595,C274,P033,2,2025-02-02,Card,Returned,15,3
O01596,C177,P049,8,2025-06-26,Card,Returned,0,1
O01597,C168,P042,6,2025-01-10,Card,Delivered,15,5
O01598,C041,P024,6,2025-06-13,Cash,Returned,15,1
O01599,C095,P009,5,2025-06-17,UPI,Returned,0,2
O01600,C293,P067,5,2025-03-19,Card,Delivered,10,5
O01601,C243,P042,4,2025-04-22,Cash,Shipped,10,5
O01602,C024,P005,10,2025-04-13,Card,Cancelled,10,1
O01603,C209,P045,4,2025-01-05,Net Banking,Shipped,10,3
O01604,C237,P065,10,2025-06-12,Cash,Delivered,5,2
O01605,C010,P038,6,2025-02-26,UPI,Cancelled,20,4
O01606,C216,P067,10,2025-03-26,Net Banking,Returned,20,1
O01607,C176,P014,6,2025-03-23,Cash,Returned,5,4
O01608,C256,P002,4,2025-05-17,Card,Returned,10,4
O01609,C017,P013,10,2025-01-21,Net Banking,Cancelled,0,2
O01610,C272,P036,6,2025-03-19,Cash,Cancelled,15,4
O01611,C016,P050,3,2025-06-09,Card,Cancelled,20,4
O01612,C213,P011,1,2025-03-14,Net Banking,Shipped,15,5
O01613,C068,P031,7,2025-06-05,UPI,Delivered,15,2
O01614,C109,P034,2,2025-05-27,Cash,Shipped,5,4
O01615,C282,P054,7,2025-04-01,Card,Returned,20,3
O01616,C164,P018,6,2025-06-11,UPI,Cancelled,20,5
O01617,C273,P004,7,2025-02-27,Net Banking,Returned,15,3
O01618,C231,P026,3,2025-02-15,Net Banking,Cancelled,0,5
O01619,C172,P062,8,2025-06-17,Card,Delivered,15,5
O01620,C215,P028,7,2025-04-16,Card,Delivered,20,2
O01621,C071,P034,10,2025-06-08,UPI,Returned,0,3
O01622,C128,P041,3,2025-05-26,Net Banking,Delivered,10,1
O01623,C200,P042,9,2025-05-11,Card,Shipped,15,3
O01624,C123,P011,3,2025-05-01,Card,Cancelled,5,3
O01625,C034,P031,1,2025-02-22,Net Banking,Returned,5,5
O01626,C228,P014,4,2025-02-15,Net Banking,Delivered,20,3
O01627,C082,P075,4,2025-04-29,UPI,Delivered,0,4
O01628,C267,P010,8,2025-04-09,UPI,Returned,10,5
O01629,C062,P012,10,2025-06-15,UPI,Returned,15,1
O01630,C150,P004,7,2025-01-11,Cash,Returned,20,4
O01631,C220,P010,2,2025-01-27,Card,Cancelled,20,1
O01632,C087,P069,6,2025-04-16,Cash,Shipped,5,4
O01633,C108,P007,5,2025-01-25,Cash,Delivered,15,4
O01634,C126,P046,5,2025-03-29,Cash,Returned,10,4
O01635,C133,P065,10,2025-03-12,UPI,Shipped,5,5
O01636,C148,P014,1,2025-02-26,Cash,Cancelled,10,3
O01637,C082,P056,10,2025-06-12,Cash,Returned,15,3
O01638,C080,P067,3,2025-02-07,Cash,Returned,10,2
O01639,C015,P016,4,2025-05-30,Cash,Shipped,20,1
O01640,C133,P003,6,2025-05-11,Net Banking,Returned,20,2
O01641,C177,P015,3,2025-05-31,Cash,Cancelled,15,4
O01642,C087,P030,9,2025-05-04,Card,Returned,15,1
O01643,C034,P027,6,2025-02-27,Cash,Shipped,5,2
O01644,C143,P062,10,2025-01-31,Card,Cancelled,15,4
O01645,C292,P029,1,2025-05-15,Card,Shipped,10,1
O01646,C205,P020,2,2025-03-26,UPI,Cancelled,20,5
O01647,C276,P042,2,2025-01-15,Net Banking,Shipped,5,3
O01648,C094,P013,4,2025-02-28,Net Banking,Shipped,0,5
O01649,C137,P007,9,2025-03-13,UPI,Shipped,0,2
O01650,C268,P058,5,2025-01-16,Card,Shipped,5,5
O01651,C298,P053,8,2025-04-29,UPI,Delivered,10,1
O01652,C101,P034,8,2025-01-30,Net Banking,Delivered,15,2
O01653,C052,P037,9,2025-05-31,Card,Returned,10,5
O01654,C005,P057,10,2025-04-21,UPI,Returned,5,5
O01655,C234,P030,1,2025-03-06,Net Banking,Cancelled,15,2
O01656,C169,P023,9,2025-05-04,Cash,Cancelled,10,5
O01657,C128,P047,6,2025-03-12,Cash,Returned,0,2
O01658,C250,P030,1,2025-03-23,Net Banking,Returned,5,2
O01659,C034,P064,7,2025-06-22,Cash,Delivered,15,3
O01660,C276,P058,3,2025-02-19,UPI,Shipped,5,3
O01661,C257,P004,5,2025-03-23,Net Banking,Delivered,10,5
O01662,C108,P057,10,2025-06-22,Card,Cancelled,5,2
O01663,C203,P011,3,2025-02-10,Card,Cancelled,20,4
O01664,C214,P024,5,2025-02-28,Cash,Returned,10,3
O01665,C075,P072,5,2025-03-27,Cash,Cancelled,15,3
O01666,C218,P047,10,2025-04-11,Net Banking,Delivered,15,1
O01667,C210,P046,6,2025-06-15,Card,Returned,10,1
O01668,C104,P010,4,2025-06-19,Cash,Cancelled,10,1
O01669,C165,P070,7,2025-04-08,Cash,Shipped,5,5
O01670,C258,P043,8,2025-03-12,UPI,Delivered,5,2
O01671,C167,P061,8,2025-06-01,Net Banking,Delivered,15,4
O01672,C128,P055,5,2025-06-05,Net Banking,Delivered,0,1
O01673,C176,P050,5,2025-05-18,Cash,Returned,10,1
O01674,C242,P018,3,2025-01-19,Cash,Returned,5,2
O01675,C154,P036,10,2025-02-21,UPI,Returned,5,3
O01676,C294,P030,9,2025-06-19,Cash,Cancelled,0,2
O01677,C035,P071,6,2025-04-03,Net Banking,Shipped,5,3
O01678,C240,P060,4,2025-04-28,Cash,Cancelled,5,3
O01679,C131,P056,10,2025-01-06,Card,Delivered,15,4
O01680,C203,P023,8,2025-01-13,UPI,Cancelled,0,5
O01681,C224,P057,1,2025-05-10,Cash,Returned,10,5
O01682,C171,P043,2,2025-01-20,UPI,Delivered,20,2
O01683,C263,P007,2,2025-05-27,Net Banking,Shipped,0,4
O01684,C142,P019,8,2025-04-26,Card,Cancelled,0,2
O01685,C295,P001,6,2025-04-27,Net Banking,Delivered,15,5
O01686,C151,P074,1,2025-06-09,Net Banking,Delivered,0,2
O01687,C166,P022,7,2025-02-08,Cash,Shipped,20,3
O01688,C273,P005,8,2025-06-17,Card,Cancelled,20,2
O01689,C097,P004,3,2025-02-22,Cash,Shipped,0,1
O01690,C274,P052,10,2025-01-11,Card,Cancelled,0,3
O01691,C162,P044,4,2025-06-18,Card,Shipped,10,2
O01692,C218,P004,5,2025-03-01,Card,Cancelled,0,2
O01693,C226,P064,2,2025-04-07,UPI,Returned,5,4
O01694,C026,P067,8,2025-04-23,Net Banking,Shipped,5,4
O01695,C064,P011,2,2025-02-14,UPI,Shipped,5,1
O01696,C251,P058,10,2025-04-02,Cash,Returned,5,2
O01697,C047,P022,9,2025-04-03,Net Banking,Cancelled,20,1
O01698,C234,P072,1,2025-01-02,Net Banking,Returned,15,1
O01699,C182,P029,6,2025-03-21,UPI,Returned,10,2
O01700,C044,P063,7,2025-05-01,UPI,Cancelled,10,1
O01701,C073,P024,4,2025-02-15,UPI,Shipped,20,2
O01702,C072,P065,8,2025-01-10,UPI,Shipped,10,3
O01703,C213,P037,3,2025-04-18,Card,Shipped,20,2
O01704,C093,P074,6,2025-01-29,Card,Delivered,15,2
O01705,C157,P057,7,2025-06-10,Cash,Cancelled,20,3
O01706,C015,P012,1,2025-03-26,UPI,Returned,0,2
O01707,C209,P031,1,2025-05-19,Net Banking,Shipped,5,1
O01708,C008,P061,6,2025-02-27,UPI,Returned,0,1
O01709,C244,P014,8,2025-04-17,Net Banking,Shipped,20,1
O01710,C160,P040,8,2025-05-01,Cash,Shipped,10,5
O01711,C188,P015,10,2025-06-21,UPI,Returned,15,5
O01712,C101,P056,3,2025-02-26,Card,Shipped,5,1
O01713,C049,P060,7,2025-03-14,UPI,Shipped,5,3
O01714,C095,P075,5,2025-03-26,Net Banking,Cancelled,5,3
O01715,C217,P023,6,2025-06-19,Card,Delivered,15,1
O01716,C102,P031,3,2025-01-04,Card,Delivered,5,2
O01717,C204,P031,6,2025-01-03,Net Banking,Returned,10,2
O01718,C296,P030,7,2025-04-26,Card,Returned,20,3
O01719,C280,P026,8,2025-01-31,Cash,Cancelled,10,2
O01720,C131,P014,6,2025-05-05,Net Banking,Delivered,10,5
O01721,C135,P009,2,2025-04-04,Net Banking,Delivered,20,2
O01722,C049,P041,4,2025-04-28,UPI,Delivered,20,3
O01723,C065,P038,6,2025-03-20,Net Banking,Returned,20,1
O01724,C259,P011,3,2025-04-12,Card,Shipped,5,1
O01725,C102,P046,6,2025-05-15,Card,Delivered,20,3
